label,created_at,users,target_payments,window_days,price_slope,price_cap,neighborhood_target_price,neighborhood_until_target,initial_price_usd,final_price_usd,tx_count,volume_esc,burned_esc,onramp_esc,onramp_usd,minted_esc,effective_total_supply,circ_ex_treasury_esc,market_cap_initial_usd,market_cap_final_usd,wallet_zero_events,dex_topups_count,dex_topups_esc,dex_topups_usdc,amm_initial_price_usd,amm_final_price_usd,amm_trades,amm_total_usdc_in,amm_total_esc_out,amm_implied_market_cap_usd,extra_mint_esc,extra_mint_split,hypothetical_total_supply,hypothetical_treasury_balance,hypothetical_treasury_value_usd,hypothetical_founder_reserve,hypothetical_founder_value_usd
demo_20251122_0338,2025-11-22T03:38:46.196777+00:00,100,1200,180,6,20,1.00,True,0.01,1.000000,80173,1650000.5800,16500.0058,601268.3475636352214653117436,323929.8228,56273.3037,1056273.3037,639765.138400000,1000.00,639765.14,39400,1560380,49996.79585768481492873987739,7801900.0,0.01,1.000320650012005523866853313,5420,27100,170909.3279243503058323418728,100032.0650012005523866853313,9000000,split,10056273.3037,4500004.956136364778534688257,4500004.96,4900000.0000,4900000.00
